GUID,GEOGID,GEOGDESC,T15_2_Y,T15_2_N,T15_2_NS,T15_2_T,T15_3_B,T15_3_OTH,T15_3_N,T15_3_NS,T15_3_T,Proportion for PC,Proportion for BroadBand
2AE196291DCE13A3E055000000000001,ED3409_02084,Priorswood E,635,266,50,951,775,24,120,32,951,66.772,81.493
2AE196291DCF13A3E055000000000001,ED3409_02085,Raheny-Foxfield,656,181,26,863,733,11,98,21,863,76.014,84.936
2AE196291DD013A3E055000000000001,ED3409_02086,Raheny-Greendale,519,252,34,805,625,26,134,20,805,64.472,77.64
2AE196291DD113A3E055000000000001,ED3409_02087,Raheny-St. Assam,"1,135",314,42,"1,491","1,172",50,230,39,"1,491",76.123,78.605
2AE196291DEA13A3E055000000000001,ED3409_02088,Rotunda A,"1,043",631,290,"1,964","1,160",167,365,272,"1,964",53.106,59.063
2AE196291DEB13A3E055000000000001,ED3409_02089,Rotunda B,523,325,151,999,583,70,208,138,999,52.352,58.358
2AE196291E0913A3E055000000000001,ED3409_02090,Whitehall A,877,304,36,"1,217",941,94,156,26,"1,217",72.062,77.321
2AE196291E0A13A3E055000000000001,ED3409_02091,Whitehall B,"1,102",472,64,"1,638","1,266",53,261,58,"1,638",67.277,77.289
2AE196291E0B13A3E055000000000001,ED3409_02092,Whitehall C,571,220,33,824,635,26,130,33,824,69.296,77.063
2AE196291E0C13A3E055000000000001,ED3409_02093,Whitehall D,782,309,86,"1,177",888,43,167,79,"1,177",66.44,75.446
2AE196291D2F13A3E055000000000001,ED3409_02094,Chapelizod,979,281,57,"1,317","1,039",71,155,52,"1,317",74.336,78.891
2AE196291D3013A3E055000000000001,ED3409_02095,Cherry Orchard A,392,263,78,733,519,43,97,74,733,53.479,70.805
2AE196291D3113A3E055000000000001,ED3409_02096,Carna,530,476,58,"1,064",689,31,294,50,"1,064",49.812,64.756
2AE196291D4213A3E055000000000001,ED3409_02097,Cherry Orchard C,788,537,72,"1,397","1,047",75,213,62,"1,397",56.407,74.946
2AE196291D4D13A3E055000000000001,ED3409_02098,Crumlin A,836,547,56,"1,439","1,039",32,317,51,"1,439",58.096,72.203
2AE196291D4E13A3E055000000000001,ED3409_02099,Crumlin B,654,476,53,"1,183",789,45,303,46,"1,183",55.283,66.695
2AE196291D4F13A3E055000000000001,ED3409_02100,Crumlin C,565,323,31,919,651,35,205,28,919,61.48,70.838
2AE196291D5013A3E055000000000001,ED3409_02101,Crumlin D,"1,004",549,85,"1,638","1,175",48,339,76,"1,638",61.294,71.734
2AE196291D6213A3E055000000000001,ED3409_02102,Crumlin E,589,408,73,"1,070",733,27,253,57,"1,070",55.047,68.505
2AE196291D6313A3E055000000000001,ED3409_02103,Crumlin F,731,331,37,"1,099",829,27,210,33,"1,099",66.515,75.432
2AE196291D6413A3E055000000000001,ED3409_02104,Decies,495,436,112,"1,043",646,32,267,98,"1,043",47.459,61.937
2AE196291D6813A3E055000000000001,ED3409_02105,Drumfinn,651,622,68,"1,341",834,53,408,46,"1,341",48.546,62.192
2AE196291D8613A3E055000000000001,ED3409_02106,Inchicore A,629,321,75,"1,025",674,53,222,76,"1,025",61.366,65.756
2AE196291D8713A3E055000000000001,ED3409_02107,Inchicore B,434,314,67,815,494,41,223,57,815,53.252,60.613
2AE196291D8B13A3E055000000000001,ED3409_02108,Kilmainham A,583,459,56,"1,098",712,52,291,43,"1,098",53.097,64.845
2AE196291D8C13A3E055000000000001,ED3409_02109,Kilmainham B,733,255,44,"1,032",804,55,129,44,"1,032",71.027,77.907
2AE196291D8D13A3E055000000000001,ED3409_02110,Kilmainham C,"1,308",618,180,"2,106","1,475",118,349,164,"2,106",62.108,70.038
2AE196291D9913A3E055000000000001,ED3409_02111,Kimmage A,408,292,31,731,499,24,181,27,731,55.814,68.263
2AE196291D9A13A3E055000000000001,ED3409_02112,Kimmage B,799,553,71,"1,423",976,34,346,67,"1,423",56.149,68.587
2AE196291D9B13A3E055000000000001,ED3409_02113,Kimmage C,853,299,30,"1,182",950,49,156,27,"1,182",72.166,80.372
2AE196291D9C13A3E055000000000001,ED3409_02114,Kimmage D,646,315,41,"1,002",745,35,190,32,"1,002",64.471,74.351
2AE196291D9D13A3E055000000000001,ED3409_02115,Kimmage E,844,421,73,"1,338",941,65,266,66,"1,338",63.079,70.329
2AE196291D9E13A3E055000000000001,ED3409_02116,Kylemore,464,451,61,976,600,36,275,65,976,47.541,61.475
2AE196291D9F13A3E055000000000001,ED3409_02117,Mansion House A,875,610,94,"1,579","1,052",103,331,93,"1,579",55.415,66.624
2AE196291DA013A3E055000000000001,ED3409_02118,Mansion House B,187,59,44,290,197,22,26,45,290,64.483,67.931
2AE196291DA113A3E055000000000001,ED3409_02119,Merchants Quay A,503,376,55,934,632,41,217,44,934,53.854,67.666
2AE196291DA213A3E055000000000001,ED3409_02120,Merchants Quay B,"1,119",409,220,"1,748","1,219",105,218,206,"1,748",64.016,69.737
2AE196291DA313A3E055000000000001,ED3409_02121,Merchants Quay C,955,533,120,"1,608","1,095",79,335,99,"1,608",59.391,68.097
2AE196291DA413A3E055000000000001,ED3409_02122,Merchants Quay D,650,245,29,924,721,44,139,20,924,70.346,78.03
2AE196291DA513A3E055000000000001,ED3409_02123,Merchants Quay E,718,231,44,993,761,77,112,43,993,72.306,76.636
2AE196291DA613A3E055000000000001,ED3409_02124,Merchants Quay F,570,250,51,871,622,54,150,45,871,65.442,71.412
2AE196291DB613A3E055000000000001,ED3409_02125,Pembroke East A,"1,285",659,158,"2,102","1,538",76,346,142,"2,102",61.132,73.168
2AE196291DB713A3E055000000000001,ED3409_02126,Pembroke East B,"1,099",258,76,"1,433","1,170",42,151,70,"1,433",76.692,81.647
2AE196291DB813A3E055000000000001,ED3409_02127,Pembroke East C,"1,291",227,91,"1,609","1,353",39,127,90,"1,609",80.236,84.089
2AE196291DB913A3E055000000000001,ED3409_02128,Pembroke East D,"1,366",374,114,"1,854","1,470",58,211,115,"1,854",73.679,79.288
2AE196291DBA13A3E055000000000001,ED3409_02129,Pembroke East E,"1,065",205,123,"1,393","1,146",51,78,118,"1,393",76.454,82.268
2AE196291DBB13A3E055000000000001,ED3409_02130,Pembroke West A,"1,578",440,160,"2,178","1,748",58,223,149,"2,178",72.452,80.257
2AE196291DBC13A3E055000000000001,ED3409_02131,Pembroke West B,938,185,56,"1,179","1,002",48,82,47,"1,179",79.559,84.987
2AE196291DBD13A3E055000000000001,ED3409_02132,Pembroke West C,"1,459",309,153,"1,921","1,519",98,158,146,"1,921",75.95,79.073
2AE196291DD213A3E055000000000001,ED3409_02133,Rathfarnham,"1,302",241,36,"1,579","1,364",52,133,30,"1,579",82.457,86.384
2AE196291DD313A3E055000000000001,ED3409_02134,Rathmines East A,"1,644",436,87,"2,167","1,735",124,230,78,"2,167",75.865,80.065
2AE196291DD413A3E055000000000001,ED3409_02135,Rathmines East B,"1,898",386,126,"2,410","2,072",63,163,112,"2,410",78.755,85.975
2AE196291DD513A3E055000000000001,ED3409_02136,Rathmines East C,"1,074",204,40,"1,318","1,127",48,109,34,"1,318",81.487,85.508
2AE196291DD613A3E055000000000001,ED3409_02137,Rathmines East D,880,224,32,"1,136",932,75,99,30,"1,136",77.465,82.042
2AE196291DD713A3E055000000000001,ED3409_02138,Rathmines West A,"1,724",628,346,"2,698","1,838",160,379,321,"2,698",63.899,68.125
2AE196291DD813A3E055000000000001,ED3409_02139,Rathmines West B,"1,248",368,194,"1,810","1,312",117,204,177,"1,810",68.95,72.486
2AE196291DE613A3E055000000000001,ED3409_02140,Rathmines West C,871,185,35,"1,091",912,57,89,33,"1,091",79.835,83.593
2AE196291DE713A3E055000000000001,ED3409_02141,Rathmines West D,985,294,69,"1,348","1,052",75,156,65,"1,348",73.071,78.042
2AE196291DE813A3E055000000000001,ED3409_02142,Rathmines West E,"1,113",270,62,"1,445","1,164",78,147,56,"1,445",77.024,80.554
2AE196291DE913A3E055000000000001,ED3409_02143,Rathmines West F,956,243,57,"1,256",996,98,114,48,"1,256",76.115,79.299
2AE196291DEC13A3E055000000000001,ED3409_02144,Royal Exchange A,714,321,131,"1,166",806,71,169,120,"1,166",61.235,69.125
2AE196291DED13A3E055000000000001,ED3409_02145,Royal Exchange B,280,253,73,606,341,47,147,71,606,46.205,56.271
2AE196291DEE13A3E055000000000001,ED3409_02146,St. Kevin's,"1,198",323,175,"1,696","1,194",130,202,170,"1,696",70.637,70.401
2AE196291DEF13A3E055000000000001,ED3409_02147,South Dock,"2,154",622,256,"3,032","2,419",130,244,239,"3,032",71.042,79.782
2AE196291DF013A3E055000000000001,ED3409_02148,Terenure A,"1,184",303,44,"1,531","1,234",67,193,37,"1,531",77.335,80.601
2AE196291DF113A3E055000000000001,ED3409_02149,Terenure B,"1,071",280,63,"1,414","1,131",50,174,59,"1,414",75.743,79.986
2AE196291DF213A3E055000000000001,ED3409_02150,Terenure C,519,92,22,633,537,8,65,23,633,81.991,84.834
2AE196291DF313A3E055000000000001,ED3409_02151,Terenure D,235,41,3,279,245,2,29,3,279,84.229,87.814
2AE196291DF413A3E055000000000001,ED3409_02152,Ushers A,"1,254",318,103,"1,675","1,375",86,126,88,"1,675",74.866,82.09
2AE196291DF513A3E055000000000001,ED3409_02153,Ushers B,401,171,58,630,459,33,87,51,630,63.651,72.857
2AE196291DF613A3E055000000000001,ED3409_02154,Ushers C,934,590,119,"1,643","1,140",70,327,106,"1,643",56.847,69.385
2AE196291DF713A3E055000000000001,ED3409_02155,Ushers D,584,314,78,976,691,44,175,66,976,59.836,70.799
2AE196291DF813A3E055000000000001,ED3409_02156,Ushers E,445,323,21,789,537,34,202,16,789,56.401,68.061
2AE196291E0513A3E055000000000001,ED3409_02157,Ushers F,856,281,97,"1,234",933,59,158,84,"1,234",69.368,75.608
2AE196291E0613A3E055000000000001,ED3409_02158,Walkinstown A,644,342,57,"1,043",741,32,216,54,"1,043",61.745,71.045
2AE196291E0713A3E055000000000001,ED3409_02159,Walkinstown B,488,219,44,751,526,22,158,45,751,64.98,70.04
2AE196291E0813A3E055000000000001,ED3409_02160,Walkinstown C,558,321,27,906,607,30,242,27,906,61.589,66.998
2AE196291E0D13A3E055000000000001,ED3409_02161,Wood Quay A,598,532,65,"1,195",691,70,380,54,"1,195",50.042,57.824
2AE196291E0E13A3E055000000000001,ED3409_02162,Wood Quay B,"1,122",385,114,"1,621","1,164",108,239,110,"1,621",69.217,71.808
2AE196291E2313A3E055000000000001,ED3409_03001,Ballinascorney,189,95,19,303,189,25,78,11,303,62.376,62.376
2AE196291E2A13A3E055000000000001,ED3409_03002,Ballyboden,"1,472",183,34,"1,689","1,549",31,82,27,"1,689",87.152,91.711
2AE196291CE013A3E055000000000001,ED3409_03003,Bohernabreena,943,260,162,"1,365","1,039",70,112,144,"1,365",69.084,76.117
2AE196291CFC13A3E055000000000001,ED3409_03004,Clondalkin-Ballymount,460,133,18,611,520,19,57,15,611,75.286,85.106
2AE196291CFD13A3E055000000000001,ED3409_03005,Clondalkin-Cappaghmore,452,283,43,778,582,25,131,40,778,58.098,74.807
2AE196291CFE13A3E055000000000001,ED3409_03006,Clondalkin-Dunawley,"2,306","1,233",174,"3,713","2,881",165,519,148,"3,713",62.106,77.592
2AE196291CFF13A3E055000000000001,ED3409_03007,Clondalkin-Monastery,"2,803",841,148,"3,792","3,163",141,381,107,"3,792",73.919,83.412
2AE196291D0013A3E055000000000001,ED3409_03008,Clondalkin-Moorfield,"1,164",770,95,"2,029","1,562",73,312,82,"2,029",57.368,76.984
2AE196291D0113A3E055000000000001,ED3409_03009,Clondalkin-Rowlagh,674,582,75,"1,331",968,38,261,64,"1,331",50.639,72.727
2AE196291D0213A3E055000000000001,ED3409_03010,Clondalkin Village,"2,200",770,94,"3,064","2,504",118,364,78,"3,064",71.802,81.723
2AE196291D5F13A3E055000000000001,ED3409_03011,Edmondstown,"1,432",426,48,"1,906","1,622",40,209,35,"1,906",75.131,85.1
2AE196291D6113A3E055000000000001,ED3409_03012,Firhouse-Ballycullen,"2,230",309,52,"2,591","2,450",35,69,37,"2,591",86.067,94.558
2AE196291D7813A3E055000000000001,ED3409_03013,Firhouse-Knocklyon,"1,102",129,20,"1,251","1,124",26,85,16,"1,251",88.09,89.848
2AE196291D6013A3E055000000000001,ED3409_03014,Firhouse Village,"3,138",669,113,"3,920","3,546",76,213,85,"3,920",80.051,90.459
2AE196291DC713A3E055000000000001,ED3409_03015,Lucan-Esker,"7,732","1,521",328,"9,581","8,613",281,412,275,"9,581",80.701,89.897
2AE196291DC813A3E055000000000001,ED3409_03016,Lucan Heights,"1,490",360,47,"1,897","1,591",58,208,40,"1,897",78.545,83.869
2AE196291DDE13A3E055000000000001,ED3409_03017,Lucan-St. Helen's,"2,816",576,88,"3,480","3,078",91,240,71,"3,480",80.92,88.448
2AE196291DE213A3E055000000000001,ED3409_03018,Newcastle,"1,024",302,48,"1,374","1,103",80,147,44,"1,374",74.527,80.277
2AE196291DE313A3E055000000000001,ED3409_03019,Palmerston Village,"1,003",391,34,"1,428","1,066",58,278,26,"1,428",70.238,74.65
2AE196291DE413A3E055000000000001,ED3409_03020,Palmerston West,"1,451",613,82,"2,146","1,780",55,244,67,"2,146",67.614,82.945
2AE196291DFF13A3E055000000000001,ED3409_03021,Rathcoole,"1,331",389,46,"1,766","1,479",65,179,43,"1,766",75.368,83.749
2AE196291E0013A3E055000000000001,ED3409_03022,Rathfarnham-Ballyroan,764,173,23,960,793,19,129,19,960,79.583,82.604
2AE196291E0113A3E055000000000001,ED3409_03023,Rathfarnham-Butterfield,"1,031",190,19,"1,240","1,091",18,119,12,"1,240",83.145,87.984
2AE196291E0213A3E055000000000001,ED3409_03024,Rathfarnham-Hermitage,"1,401",186,12,"1,599","1,466",27,95,11,"1,599",87.617,91.682
2AE196291E0313A3E055000000000001,ED3409_03025,Rathfarnham-St. Enda's,"1,127",251,34,"1,412","1,207",26,145,34,"1,412",79.816,85.482
2AE196291E0413A3E055000000000001,ED3409_03026,Rathfarnham Village,"1,036",186,17,"1,239","1,074",36,115,14,"1,239",83.616,86.683
2AE196291E1613A3E055000000000001,ED3409_03027,Saggart,"1,063",323,38,"1,424","1,171",66,155,32,"1,424",74.649,82.233
2AE196291CB313A3E055000000000001,ED3409_03028,Tallaght-Avonbeg,323,233,23,579,403,16,136,24,579,55.786,69.603
2AE196291CB413A3E055000000000001,ED3409_03029,Tallaght-Belgard,438,114,17,569,496,19,49,5,569,76.977,87.17
2AE196291CB513A3E055000000000001,ED3409_03030,Tallaght-Fettercairn,"1,347",889,127,"2,363","1,808",103,336,116,"2,363",57.004,76.513
2AE196291CB613A3E055000000000001,ED3409_03031,Tallaght-Glenview,514,191,53,758,573,40,98,47,758,67.81,75.594
2AE196291CB713A3E055000000000001,ED3409_03032,Tallaght-Jobstown,"3,488","1,802",238,"5,528","4,492",201,642,193,"5,528",63.097,81.259
2AE196291CB813A3E055000000000001,ED3409_03033,Tallaght-Killinardan,636,522,76,"1,234",893,41,224,76,"1,234",51.54,72.366
2AE196291CCA13A3E055000000000001,ED3409_03034,Tallaght-Kilnamanagh,"1,176",306,50,"1,532","1,317",40,135,40,"1,532",76.762,85.966
2AE196291CCB13A3E055000000000001,ED3409_03035,Tallaght-Kiltipper,"1,773",823,155,"2,751","2,206",115,304,126,"2,751",64.449,80.189
2AE196291CCC13A3E055000000000001,ED3409_03036,Tallaght-Kingswood,"1,021",343,47,"1,411","1,156",53,162,40,"1,411",72.36,81.928
2AE196291CCD13A3E055000000000001,ED3409_03037,Tallaght-Millbrook,865,385,38,"1,288",980,46,237,25,"1,288",67.158,76.087
2AE196291CCE13A3E055000000000001,ED3409_03038,Tallaght-Oldbawn,"1,154",378,67,"1,599","1,306",40,195,58,"1,599",72.17,81.676
2AE196291CCF13A3E055000000000001,ED3409_03039,Tallaght-Springfield,"2,486",995,195,"3,676","2,970",173,357,176,"3,676",67.628,80.794
2AE196291CD013A3E055000000000001,ED3409_03040,Tallaght-Tymon,"1,172",577,67,"1,816","1,372",56,348,40,"1,816",64.537,75.551
2AE196291CD113A3E055000000000001,ED3409_03041,Templeogue-Cypress,797,143,21,961,861,14,75,11,961,82.934,89.594
2AE196291CD213A3E055000000000001,ED3409_03042,Templeogue-Kimmage Manor,"1,446",266,37,"1,749","1,536",42,149,22,"1,749",82.676,87.822
2AE196291CD313A3E055000000000001,ED3409_03043,Templeogue-Limekiln,932,303,54,"1,289","1,036",24,181,48,"1,289",72.304,80.372
2AE196291CD413A3E055000000000001,ED3409_03044,Templeogue-Orwell,618,97,9,724,654,7,57,6,724,85.359,90.331
2AE196291CD513A3E055000000000001,ED3409_03045,Templeogue-Osprey,677,123,9,809,716,13,72,8,809,83.684,88.504
2AE196291CD613A3E055000000000001,ED3409_03046,Templeogue Village,663,115,28,806,693,12,74,27,806,82.258,85.98
2AE196291CD713A3E055000000000001,ED3409_03047,Terenure-Cherryfield,580,264,25,869,654,19,182,14,869,66.743,75.259
2AE196291CE613A3E055000000000001,ED3409_03048,Terenure-Greentrees,786,287,39,"1,112",844,23,210,35,"1,112",70.683,75.899
2AE196291CE713A3E055000000000001,ED3409_03049,Terenure-St. James,685,355,41,"1,081",773,23,255,30,"1,081",63.367,71.508
2AE196291EEF13A3E055000000000001,ED3409_04001,Airport,"1,112",252,146,"1,510","1,227",61,79,143,"1,510",73.642,81.258
2AE196291EF013A3E055000000000001,ED3409_04002,Balbriggan Rural,"3,770","1,262",220,"5,252","4,298",244,510,200,"5,252",71.782,81.835
2AE196291EF113A3E055000000000001,ED3409_04003,Balbriggan Urban,"1,937",843,115,"2,895","2,141",154,502,98,"2,895",66.908,73.955
2AE196291EF213A3E055000000000001,ED3409_04004,Baldoyle,"2,062",588,54,"2,704","2,266",79,317,42,"2,704",76.257,83.802
2AE196291E2213A3E055000000000001,ED3409_04005,Balgriffin,575,95,42,712,602,20,35,55,712,80.758,84.551
2AE196291E3313A3E055000000000001,ED3409_04006,Ballyboghil,284,69,4,357,275,27,49,6,357,79.552,77.031
2AE196291E3513A3E055000000000001,ED3409_04007,Balscadden,154,56,6,216,134,26,51,5,216,71.296,62.037
2AE196291CC513A3E055000000000001,ED3409_04008,Blanchardstown-Abbotstown,"1,445",297,129,"1,871","1,604",63,79,125,"1,871",77.231,85.73
2AE196291CC613A3E055000000000001,ED3409_04009,Blanchardstown-Blakestown,"9,215","2,029",508,"11,752","10,422",301,575,454,"11,752",78.412,88.683
2AE196291CC713A3E055000000000001,ED3409_04010,Blanchardstown-Coolmine,"2,479",908,180,"3,567","2,947",117,362,141,"3,567",69.498,82.618
2AE196291CC813A3E055000000000001,ED3409_04011,Blanchardstown-Corduff,805,395,71,"1,271",977,55,177,62,"1,271",63.336,76.869
2AE196291CC913A3E055000000000001,ED3409_04012,Blanchardstown-Delwood,"1,520",278,95,"1,893","1,640",50,115,88,"1,893",80.296,86.635
2AE196291CDD13A3E055000000000001,ED3409_04013,Blanchardstown-Mulhuddart,881,295,71,"1,247","1,036",50,107,54,"1,247",70.65,83.079
2AE196291CDE13A3E055000000000001,ED3409_04014,Blanchardstown-Roselawn,508,128,14,650,525,18,95,12,650,78.154,80.769
2AE196291CDF13A3E055000000000001,ED3409_04015,Blanchardstown-Tyrrelstown,602,263,99,964,754,34,85,91,964,62.448,78.216
2AE196291CE513A3E055000000000001,ED3409_04016,Castleknock-Knockmaroon,"5,308",712,173,"6,193","5,689",128,226,150,"6,193",85.71,91.862
2AE196291CF613A3E055000000000001,ED3409_04017,Castleknock-Park,"1,622",209,79,"1,910","1,692",61,80,77,"1,910",84.921,88.586
2AE196291D1713A3E055000000000001,ED3409_04018,Clonmethan,175,65,21,261,116,57,64,24,261,67.05,44.444
2AE196291D3813A3E055000000000001,ED3409_04019,Donabate,"2,427",506,141,"3,074","2,567",118,260,129,"3,074",78.953,83.507
2AE196291D3913A3E055000000000001,ED3409_04020,Dubber,"1,694",543,219,"2,456","1,956",116,178,206,"2,456",68.974,79.642
2AE196291D7D13A3E055000000000001,ED3409_04021,Garristown,357,105,18,480,368,21,75,16,480,74.375,76.667
2AE196291D9413A3E055000000000001,ED3409_04022,Hollywood,336,104,11,451,287,67,90,7,451,74.501,63.636
2AE196291D9513A3E055000000000001,ED3409_04023,Holmpatrick,926,218,33,"1,177",936,66,145,30,"1,177",78.675,79.524
2AE196291DAF13A3E055000000000001,ED3409_04024,Howth,"2,587",402,78,"3,067","2,647",81,267,72,"3,067",84.35,86.306
2AE196291DC513A3E055000000000001,ED3409_04025,Kilsallaghan,481,208,13,702,410,120,156,16,702,68.519,58.405
2AE196291DC613A3E055000000000001,ED3409_04026,Kinsaley,"2,445",626,121,"3,192","2,798",121,166,107,"3,192",76.598,87.657
2AE196291DC913A3E055000000000001,ED3409_04027,Lucan North,335,35,8,378,327,27,19,5,378,88.624,86.508
2AE196291DDF13A3E055000000000001,ED3409_04028,Lusk,"2,346",597,68,"3,011","2,528",161,264,58,"3,011",77.914,83.959
2AE196291DE013A3E055000000000001,ED3409_04029,Malahide East,"2,273",361,65,"2,699","2,398",58,188,55,"2,699",84.216,88.848
2AE196291DE113A3E055000000000001,ED3409_04030,Malahide West,"1,864",246,38,"2,148","1,959",33,133,23,"2,148",86.778,91.201
2AE196291DE513A3E055000000000001,ED3409_04031,Portmarnock North,"1,257",131,23,"1,411","1,317",9,65,20,"1,411",89.086,93.338
2AE196291DFE13A3E055000000000001,ED3409_04032,Portmarnock South,"1,130",198,39,"1,367","1,201",31,100,35,"1,367",82.663,87.857
2AE196291E1513A3E055000000000001,ED3409_04033,Rush,"2,431",689,95,"3,215","2,638",127,367,83,"3,215",75.614,82.053
2AE196291C9F13A3E055000000000001,ED3409_04034,Skerries,"2,312",548,88,"2,948","2,412",119,343,74,"2,948",78.426,81.818
2AE196291CA613A3E055000000000001,ED3409_04035,Sutton,"1,819",358,38,"2,215","1,922",47,219,27,"2,215",82.122,86.772
2AE196291CA813A3E055000000000001,ED3409_04036,Swords-Forrest,"3,990",842,174,"5,006","4,448",152,253,153,"5,006",79.704,88.853
2AE196291CA713A3E055000000000001,ED3409_04037,Swords-Glasmore,"1,839",517,74,"2,430","2,058",65,235,72,"2,430",75.679,84.691
2AE196291CB013A3E055000000000001,ED3409_04038,Swords-Lissenhall,"2,624",645,129,"3,398","2,940",119,224,115,"3,398",77.222,86.521
2AE196291CB113A3E055000000000001,ED3409_04039,Swords-Seatown,"1,869",326,66,"2,261","2,040",47,123,51,"2,261",82.663,90.226
2AE196291CB213A3E055000000000001,ED3409_04040,Swords Village,746,236,24,"1,006",842,44,108,12,"1,006",74.155,83.698
2AE196291CE813A3E055000000000001,ED3409_04041,The Ward,"2,057",450,220,"2,727","2,259",145,115,208,"2,727",75.431,82.838
2AE196291CEA13A3E055000000000001,ED3409_04042,Turnapin,439,111,13,563,492,9,54,8,563,77.975,87.389
2AE196291E2513A3E055000000000001,ED3409_05001,Ballinteer-Broadford,801,134,22,957,844,27,72,14,957,83.699,88.192
2AE196291E2613A3E055000000000001,ED3409_05002,Ballinteer-Ludford,642,120,17,779,664,8,91,16,779,82.413,85.237
2AE196291E2713A3E055000000000001,ED3409_05003,Ballinteer-Marley,733,76,11,820,752,17,39,12,820,89.39,91.707
2AE196291E2813A3E055000000000001,ED3409_05004,Ballinteer-Meadowbroads,482,105,6,593,503,15,70,5,593,81.282,84.823
2AE196291E2913A3E055000000000001,ED3409_05005,Ballinteer-Meadowmount,502,170,11,683,550,17,104,12,683,73.499,80.527
2AE196291E2413A3E055000000000001,ED3409_05006,Ballinteer-Woodpark,"1,730",251,43,"2,024","1,819",42,129,34,"2,024",85.474,89.872
2AE196291E3413A3E055000000000001,ED3409_05007,Ballybrack,810,162,23,995,871,17,93,14,995,81.407,87.538
2AE196291E3813A3E055000000000001,ED3409_05008,Blackrock-Booterstown,"1,130",216,18,"1,364","1,223",25,95,21,"1,364",82.845,89.663
2AE196291CBE13A3E055000000000001,ED3409_05009,Blackrock-Carysfort,"1,854",276,65,"2,195","1,956",48,134,57,"2,195",84.465,89.112
2AE196291CBF13A3E055000000000001,ED3409_05010,Blackrock-Central,"1,155",151,31,"1,337","1,200",25,88,24,"1,337",86.387,89.753
2AE196291CC013A3E055000000000001,ED3409_05011,Blackrock-Glenomena,554,94,35,683,588,20,43,32,683,81.113,86.091
2AE196291E3613A3E055000000000001,ED3409_05012,Blackrock-Monkstown,"1,108",198,52,"1,358","1,140",35,133,50,"1,358",81.591,83.947
2AE196291CC113A3E055000000000001,ED3409_05013,Blackrock-Newpark,655,114,12,781,670,21,81,9,781,83.867,85.787
2AE196291E3713A3E055000000000001,ED3409_05014,Blackrock-Seapoint,451,46,32,529,455,12,32,30,529,85.255,86.011
2AE196291CC213A3E055000000000001,ED3409_05015,Blackrock-Stradbrook,749,171,22,942,790,26,109,17,942,79.512,83.864
2AE196291CC313A3E055000000000001,ED3409_05016,Blackrock-Templehill,775,217,42,"1,034",816,42,141,35,"1,034",74.952,78.917
2AE196291CC413A3E055000000000001,ED3409_05017,Blackrock-Williamstown,832,166,22,"1,020",888,31,81,20,"1,020",81.569,87.059
2AE196291CE113A3E055000000000001,ED3409_05018,Cabinteely-Granitefield,786,167,28,981,820,31,103,27,981,80.122,83.588
2AE196291CE213A3E055000000000001,ED3409_05019,Cabinteely-Kilbogget,677,215,19,911,741,20,137,13,911,74.314,81.339
2AE196291CE313A3E055000000000001,ED3409_05020,Cabinteely-Loughlinstown,"1,326",245,48,"1,619","1,413",85,77,44,"1,619",81.902,87.276
2AE196291CE413A3E055000000000001,ED3409_05021,Cabinteely-Pottery,"1,410",255,35,"1,700","1,472",38,156,34,"1,700",82.941,86.588
2AE196291CF713A3E055000000000001,ED3409_05022,Churchtown-Castle,438,152,16,606,463,28,102,13,606,72.277,76.403
2AE196291CF813A3E055000000000001,ED3409_05023,Churchtown-Landscape,408,63,11,482,425,5,43,9,482,84.647,88.174
2AE196291CF913A3E055000000000001,ED3409_05024,Churchtown-Nutgrove,802,340,23,"1,165",891,26,236,12,"1,165",68.841,76.481
2AE196291CFA13A3E055000000000001,ED3409_05025,Churchtown-Orwell,552,104,28,684,577,18,65,24,684,80.702,84.357
2AE196291CFB13A3E055000000000001,ED3409_05026,Churchtown-Woodlawn,443,69,25,537,465,12,37,23,537,82.495,86.592
2AE196291D1913A3E055000000000001,ED3409_05027,Clonskeagh-Belfield,496,220,49,765,650,62,11,42,765,64.837,84.967
2AE196291D1A13A3E055000000000001,ED3409_05028,Clonskeagh-Farranboley,469,170,48,687,501,31,110,45,687,68.268,72.926
2AE196291D1813A3E055000000000001,ED3409_05029,Clonskeagh-Milltown,605,92,17,714,651,16,31,16,714,84.734,91.176
2AE196291D1B13A3E055000000000001,ED3409_05030,Clonskeagh-Roebuck,844,160,20,"1,024",922,17,65,20,"1,024",82.422,90.039
2AE196291D1C13A3E055000000000001,ED3409_05031,Clonskeagh-Windy Arbour,754,232,25,"1,011",854,34,103,20,"1,011",74.58,84.471
2AE196291D1F13A3E055000000000001,ED3409_05032,Dalkey-Avondale,438,49,3,490,444,6,37,3,490,89.388,90.612
2AE196291D2013A3E055000000000001,ED3409_05033,Dalkey-Bullock,550,102,8,660,573,14,67,6,660,83.333,86.818
2AE196291D3713A3E055000000000001,ED3409_05034,Dalkey-Coliemore,448,107,22,577,451,25,81,20,577,77.643,78.163
2AE196291D1D13A3E055000000000001,ED3409_05035,Dalkey Hill,475,113,12,600,496,14,79,11,600,79.167,82.667
2AE196291D1E13A3E055000000000001,ED3409_05036,Dalkey Upper,659,77,16,752,687,12,47,6,752,87.633,91.356
2AE196291D5A13A3E055000000000001,ED3409_05037,Dundrum-Balally,"2,517",509,92,"3,118","2,721",102,230,65,"3,118",80.725,87.267
