GUID,GEOGID,GEOGDESC,T15_2_Y,T15_2_N,T15_2_NS,T15_2_T,T15_3_B,T15_3_OTH,T15_3_N,T15_3_NS,T15_3_T,Proportion for PC,Proportion for BroadBand
2AE196291F4F13A3E055000000000001,ED3409_18182,Ballymartle,307,80,5,392,307,29,52,4,392,78.316,78.316
2AE196291F4813A3E055000000000001,ED3409_18183,Carrigaline,649,236,19,904,696,45,150,13,904,71.792,76.991
2AE196291F5413A3E055000000000001,ED3409_18184,Coolmain,110,29,5,144,102,17,22,3,144,76.389,70.833
2AE196291F6E13A3E055000000000001,ED3409_18185,Cullen,119,32,2,153,119,10,22,2,153,77.778,77.778
2AE196291F3313A3E055000000000001,ED3409_18186,Farranbrien,138,38,4,180,137,13,26,4,180,76.667,76.111
2AE1962921DD13A3E055000000000001,ED3409_18187,Kilmonoge,309,74,15,398,302,33,52,11,398,77.638,75.879
2AE1962921E813A3E055000000000001,ED3409_18188,Kilpatrick,135,34,3,172,122,29,16,5,172,78.488,70.93
2AE19629210A13A3E055000000000001,ED3409_18189,Kinsale Rural,"1,295",279,54,"1,628","1,325",84,172,47,"1,628",79.545,81.388
2AE19629211413A3E055000000000001,ED3409_18190,Kinure,85,24,2,111,88,10,13,0,111,76.577,79.279
2AE19629214313A3E055000000000001,ED3409_18191,Laherne,142,44,4,190,149,8,28,5,190,74.737,78.421
2AE19629215213A3E055000000000001,ED3409_18192,Leighmoney,197,37,4,238,160,44,31,3,238,82.773,67.227
2AE19629216A13A3E055000000000001,ED3409_18193,Liscleary,"1,175",234,24,"1,433","1,222",74,117,20,"1,433",81.996,85.276
2AE19629211713A3E055000000000001,ED3409_18194,Nohaval,78,26,1,105,70,17,18,0,105,74.286,66.667
2AE1962921EC13A3E055000000000001,ED3409_18195,Templebreedy,"1,070",309,24,"1,403","1,119",85,178,21,"1,403",76.265,79.758
2AE1962921F513A3E055000000000001,ED3409_18196,Templemichael,183,47,8,238,188,14,31,5,238,76.891,78.992
2AE196291F9A13A3E055000000000001,ED3409_18197,Aghinagh,114,38,4,156,116,10,25,5,156,73.077,74.359
2AE196291F9B13A3E055000000000001,ED3409_18198,Aglish,368,88,5,461,347,44,67,3,461,79.826,75.271
2AE196291F9313A3E055000000000001,ED3409_18199,Béal Átha an Ghaorthaidh (Bealanageary),140,57,3,200,141,8,49,2,200,70,70.5
2AE196291F3A13A3E055000000000001,ED3409_18200,Ceann Droma,82,32,4,118,78,11,26,3,118,69.492,66.102
2AE196291F3B13A3E055000000000001,ED3409_18201,Cannaway,137,53,4,194,134,22,36,2,194,70.619,69.072
2AE196291F9513A3E055000000000001,ED3409_18202,Claonráth,62,19,2,83,46,12,22,3,83,74.699,55.422
2AE196291F1313A3E055000000000001,ED3409_18203,Clondrohid,206,92,9,307,173,52,73,9,307,67.101,56.352
2AE196291F2713A3E055000000000001,ED3409_18204,Clonmoyle,128,50,6,184,119,16,40,9,184,69.565,64.674
2AE196291F8E13A3E055000000000001,ED3409_18205,Doire Fhínín,60,23,1,84,46,14,22,2,84,71.429,54.762
2AE196291F7E13A3E055000000000001,ED3409_18206,Gort na Tiobratan,99,61,2,162,81,27,51,3,162,61.111,50
2AE196291F8713A3E055000000000001,ED3409_18207,Gowlane,297,94,7,398,266,43,82,7,398,74.623,66.834
2AE196291F9113A3E055000000000001,ED3409_18208,Greenville,68,20,6,94,46,21,21,6,94,72.34,48.936
2AE196291EF813A3E055000000000001,ED3409_18209,Inchigeelagh,130,69,2,201,113,26,56,6,201,64.677,56.219
2AE19629212713A3E055000000000001,ED3409_18210,Kilberrihert,150,78,9,237,108,54,66,9,237,63.291,45.57
2AE19629215013A3E055000000000001,ED3409_18211,Kilcullen,185,70,12,267,178,28,53,8,267,69.288,66.667
2AE1962921E713A3E055000000000001,ED3409_18212,Cill na Martra,153,64,9,226,153,28,38,7,226,67.699,67.699
2AE19629216D13A3E055000000000001,ED3409_18213,Macloneigh,206,76,8,290,182,37,64,7,290,71.034,62.759
2AE19629218713A3E055000000000001,ED3409_18214,Magourney,263,113,10,386,277,21,80,8,386,68.135,71.762
2AE1962921A113A3E055000000000001,ED3409_18215,Mashanaglass,110,37,1,148,99,16,33,0,148,74.324,66.892
2AE1962921F213A3E055000000000001,ED3409_18216,Mountrivers,159,78,11,248,157,19,62,10,248,64.113,63.306
2AE19629212313A3E055000000000001,ED3409_18217,Rahalisk,129,63,3,195,115,31,48,1,195,66.154,58.974
2AE1962921C913A3E055000000000001,ED3409_18218,An Sliabh Riabhach,220,99,2,321,195,41,79,6,321,68.536,60.748
2AE19629212413A3E055000000000001,ED3409_18219,Na hUláin,153,53,6,212,139,26,43,4,212,72.17,65.566
2AE19629213013A3E055000000000001,ED3409_18220,Warrenscourt,191,66,10,267,185,26,48,8,267,71.536,69.288
2AE196291F0B13A3E055000000000001,ED3409_18221,Ardskeagh,112,37,2,151,103,14,32,2,151,74.172,68.212
2AE196291F2C13A3E055000000000001,ED3409_18222,Ballyclogh,178,55,5,238,178,18,38,4,238,74.79,74.79
2AE196291F6613A3E055000000000001,ED3409_18223,Ballynamona,241,76,5,322,211,39,65,7,322,74.845,65.528
2AE196291F1C13A3E055000000000001,ED3409_18224,Buttevant,391,290,27,708,388,65,232,23,708,55.226,54.802
2AE196291F2E13A3E055000000000001,ED3409_18225,Caherduggan,151,63,9,223,146,33,38,6,223,67.713,65.471
2AE196291F3D13A3E055000000000001,ED3409_18226,Carrig,64,23,3,90,65,7,15,3,90,71.111,72.222
2AE196291F9413A3E055000000000001,ED3409_18227,Churchtown,250,132,8,390,208,66,106,10,390,64.103,53.333
2AE196291EF313A3E055000000000001,ED3409_18228,Clenor,76,41,4,121,72,13,33,3,121,62.81,59.504
2AE196291F9613A3E055000000000001,ED3409_18229,Doneraile,305,240,10,555,338,29,168,20,555,54.955,60.901
2AE196291F0213A3E055000000000001,ED3409_18230,Dromore,572,265,21,858,515,132,191,20,858,66.667,60.023
2AE196291F9913A3E055000000000001,ED3409_18231,Imphrick,83,41,2,126,59,27,39,1,126,65.873,46.825
2AE1962921C513A3E055000000000001,ED3409_18232,Kilmaclenine,161,90,6,257,166,14,67,10,257,62.646,64.591
2AE1962921F013A3E055000000000001,ED3409_18233,Kilshannig,252,116,5,373,230,46,92,5,373,67.56,61.662
2AE19629215413A3E055000000000001,ED3409_18234,Liscarroll,139,76,9,224,139,9,67,9,224,62.054,62.054
2AE19629218813A3E055000000000001,ED3409_18235,Mallow Rural,"1,057",454,54,"1,565","1,146",117,266,36,"1,565",67.54,73.227
2AE1962921D713A3E055000000000001,ED3409_18236,Milltown,83,49,1,133,69,22,41,1,133,62.406,51.88
2AE1962921EA13A3E055000000000001,ED3409_18237,Monanimy,192,79,14,285,196,24,53,12,285,67.368,68.772
2AE19629212D13A3E055000000000001,ED3409_18238,Rahan,208,89,6,303,183,45,70,5,303,68.647,60.396
2AE196291F8D13A3E055000000000001,ED3409_18239,Rathluirc,"1,011",593,45,"1,649","1,038",131,434,46,"1,649",61.31,62.947
2AE1962921A213A3E055000000000001,ED3409_18240,Shanballymore,143,82,3,228,141,25,58,4,228,62.719,61.842
2AE1962921BC13A3E055000000000001,ED3409_18241,Skahanagh,37,20,3,60,33,7,18,2,60,61.667,55
2AE1962921CA13A3E055000000000001,ED3409_18242,Springfort,134,79,7,220,113,34,65,8,220,60.909,51.364
2AE1962921D813A3E055000000000001,ED3409_18243,Streamhill,28,7,3,38,27,5,4,2,38,73.684,71.053
2AE1962921F413A3E055000000000001,ED3409_18244,Templemary,69,50,4,123,60,19,37,7,123,56.098,48.78
2AE19629212513A3E055000000000001,ED3409_18245,Wallstown,57,32,2,91,55,8,26,2,91,62.637,60.44
2AE196291F2213A3E055000000000001,ED3409_18246,Ballintemple,124,50,6,180,103,28,43,6,180,68.889,57.222
2AE196291F2D13A3E055000000000001,ED3409_18247,Ballycottin,426,166,12,604,393,93,111,7,604,70.53,65.066
2AE196291F7113A3E055000000000001,ED3409_18248,Ballyspillane,90,26,2,118,85,10,21,2,118,76.271,72.034
2AE196291F6813A3E055000000000001,ED3409_18249,Carrigtohill,"1,834",532,76,"2,442","1,911",174,294,63,"2,442",75.102,78.256
2AE196291F8313A3E055000000000001,ED3409_18250,Castlemartyr,231,76,21,328,211,43,57,17,328,70.427,64.329
2AE196291F2813A3E055000000000001,ED3409_18251,Clonmult,49,13,2,64,41,10,10,3,64,76.563,64.063
2AE196291F3E13A3E055000000000001,ED3409_18252,Cloyne,"1,041",415,47,"1,503","1,090",123,251,39,"1,503",69.261,72.522
2AE196291F5E13A3E055000000000001,ED3409_18253,Corkbeg,584,189,29,802,589,59,124,30,802,72.818,73.441
2AE196291F7D13A3E055000000000001,ED3409_18254,Dangan,59,15,0,74,49,15,9,1,74,79.73,66.216
2AE196291F1413A3E055000000000001,ED3409_18255,Dungourney,168,48,3,219,168,16,32,3,219,76.712,76.712
2AE196291F4E13A3E055000000000001,ED3409_18256,Garryvoe,149,55,3,207,114,45,41,7,207,71.981,55.072
2AE196291F9813A3E055000000000001,ED3409_18257,Ightermurragh,686,268,29,983,709,86,166,22,983,69.786,72.126
2AE196291EF713A3E055000000000001,ED3409_18258,Inch,133,33,6,172,104,36,27,5,172,77.326,60.465
2AE19629216B13A3E055000000000001,ED3409_18259,Lisgoold,223,66,8,297,206,38,48,5,297,75.084,69.36
2AE1962921C713A3E055000000000001,ED3409_18260,Midleton Rural,"2,286",616,111,"3,013","2,418",192,312,91,"3,013",75.871,80.252
2AE1962921E213A3E055000000000001,ED3409_18261,Mogeely,164,74,3,241,159,24,52,6,241,68.05,65.975
2AE19629217013A3E055000000000001,ED3409_18262,Rostellan,323,92,8,423,300,45,70,8,423,76.359,70.922
2AE1962921E413A3E055000000000001,ED3409_18263,Templebodan,129,47,3,179,113,25,36,5,179,72.067,63.128
2AE19629211013A3E055000000000001,ED3409_18264,Templenacarriga,140,54,4,198,120,30,43,5,198,70.707,60.606
2AE196291F2513A3E055000000000001,ED3409_18265,Caherbarnagh,117,62,3,182,104,24,50,4,182,64.286,57.143
2AE196291F5D13A3E055000000000001,ED3409_18266,Coomlogane,225,132,12,369,196,54,108,11,369,60.976,53.117
2AE196291F6C13A3E055000000000001,ED3409_18267,Crinnaloo,40,31,1,72,28,13,28,3,72,55.556,38.889
2AE196291F7A13A3E055000000000001,ED3409_18268,Cullen,91,57,6,154,62,44,45,3,154,59.091,40.26
2AE196291F8513A3E055000000000001,ED3409_18269,Derragh,53,27,1,81,32,23,25,1,81,65.432,39.506
2AE196291F9713A3E055000000000001,ED3409_18270,Doonasleen,96,52,4,152,85,16,47,4,152,63.158,55.921
2AE196291F0713A3E055000000000001,ED3409_18271,Drishane,459,203,12,674,459,53,148,14,674,68.101,68.101
2AE19629211F13A3E055000000000001,ED3409_18272,Keale,76,35,2,113,63,15,32,3,113,67.257,55.752
2AE19629214113A3E055000000000001,ED3409_18273,Kilcorney,66,55,4,125,45,26,48,6,125,52.8,36
2AE19629212A13A3E055000000000001,ED3409_18274,Knocknagree,138,95,3,236,94,55,84,3,236,58.475,39.831
2AE19629213613A3E055000000000001,ED3409_18275,Rathcool,126,59,10,195,82,51,50,12,195,64.615,42.051
2AE1962921A513A3E055000000000001,ED3409_18276,Skagh,83,53,4,140,83,11,43,3,140,59.286,59.286
2AE196291F2313A3E055000000000001,ED3409_18277,Ballyarthur,84,22,1,107,69,15,22,1,107,78.505,64.486
2AE196291F8F13A3E055000000000001,ED3409_18278,Derryvillane,112,57,4,173,91,29,48,5,173,64.74,52.601
2AE196291F2A13A3E055000000000001,ED3409_18279,Farahy,98,43,4,145,98,16,30,1,145,67.586,67.586
2AE19629216913A3E055000000000001,ED3409_18280,Kildorrery,184,75,4,263,184,24,50,5,263,69.962,69.962
2AE19629218613A3E055000000000001,ED3409_18281,Kilgullane,36,15,0,51,26,8,16,1,51,70.588,50.98
2AE1962921E913A3E055000000000001,ED3409_18282,Kilphelan,121,53,1,175,106,25,41,3,175,69.143,60.571
2AE1962921A013A3E055000000000001,ED3409_18283,Marshalstown,91,35,4,130,76,25,26,3,130,70,58.462
2AE1962921E113A3E055000000000001,ED3409_18284,Mitchelstown,"1,205",697,65,"1,967","1,282",124,511,50,"1,967",61.261,65.175
2AE1962921F613A3E055000000000001,ED3409_18285,Templemolaga,70,42,4,116,40,31,40,5,116,60.345,34.483
2AE19629203F13A3E055000000000001,ED3409_18286,Aghadown North,76,27,0,103,75,5,23,0,103,73.786,72.816
2AE19629204013A3E055000000000001,ED3409_18287,Aghadown South,176,52,6,234,160,25,46,3,234,75.214,68.376
2AE196291F1013A3E055000000000001,ED3409_18288,Bredagh,146,82,7,235,146,13,70,6,235,62.128,62.128
2AE196291F2413A3E055000000000001,ED3409_18289,Caheragh,73,31,3,107,60,15,26,6,107,68.224,56.075
2AE196291F3C13A3E055000000000001,ED3409_18290,Cléire,92,26,4,122,77,15,25,5,122,75.41,63.115
2AE196291F5113A3E055000000000001,ED3409_18291,Carrigbaun,96,39,5,140,84,18,32,6,140,68.571,60
2AE196291F7713A3E055000000000001,ED3409_18292,Castlehaven North,224,61,8,293,200,22,64,7,293,76.451,68.259
2AE196291F7813A3E055000000000001,ED3409_18293,Castlehaven South,124,52,5,181,107,24,49,1,181,68.508,59.116
2AE196291EF413A3E055000000000001,ED3409_18294,Cloghdonnell,98,42,0,140,78,21,39,2,140,70,55.714
2AE196291F3213A3E055000000000001,ED3409_18295,Cloonkeen,91,41,1,133,77,14,41,1,133,68.421,57.895
2AE196291EFD13A3E055000000000001,ED3409_18296,Drinagh,93,27,4,124,90,7,22,5,124,75,72.581
2AE196291F0013A3E055000000000001,ED3409_18297,Dromdaleague North,68,22,3,93,59,9,23,2,93,73.118,63.441
2AE196291F0813A3E055000000000001,ED3409_18298,Dromdaleague South,145,58,5,208,136,13,55,4,208,69.712,65.385
2AE196291F4213A3E055000000000001,ED3409_18299,Garranes,85,38,3,126,78,9,36,3,126,67.46,61.905
2AE196291F6F13A3E055000000000001,ED3409_18300,Gortnascreeny,120,62,4,186,108,18,56,4,186,64.516,58.065
2AE19629218513A3E055000000000001,ED3409_18301,Kilfaughnabeg,149,62,3,214,140,16,54,4,214,69.626,65.421
2AE1962921B913A3E055000000000001,ED3409_18302,Killeenleagh,93,29,5,127,82,19,22,4,127,73.228,64.567
2AE19629213513A3E055000000000001,ED3409_18303,Knockskagh,146,61,5,212,149,17,42,4,212,68.868,70.283
2AE19629210D13A3E055000000000001,ED3409_18304,Myross,214,65,3,282,210,21,49,2,282,75.887,74.468
2AE1962921A413A3E055000000000001,ED3409_18305,Shreelane,91,31,2,124,84,11,27,2,124,73.387,67.742
2AE1962921BD13A3E055000000000001,ED3409_18306,Skibbereen Rural,331,108,8,447,319,36,81,11,447,74.049,71.365
2AE19629211C13A3E055000000000001,ED3409_18307,Tullagh,216,60,14,290,204,27,46,13,290,74.483,70.345
2AE19629213B13A3E055000000000001,ED3409_18308,Woodfort,90,40,2,132,82,15,32,3,132,68.182,62.121
2AE196291F2B13A3E055000000000001,ED3409_18309,Ballybane,74,39,1,114,64,14,35,1,114,64.912,56.14
2AE196291F3613A3E055000000000001,ED3409_18310,Ballydehob,266,99,7,372,267,21,80,4,372,71.505,71.774
2AE196291F4A13A3E055000000000001,ED3409_18311,Coolagh,65,17,3,85,59,8,15,3,85,76.471,69.412
2AE196291F6D13A3E055000000000001,ED3409_18312,Crookhaven,57,28,2,87,51,11,23,2,87,65.517,58.621
2AE196291F0913A3E055000000000001,ED3409_18313,Dunbeacon,53,19,2,74,41,12,19,2,74,71.622,55.405
2AE196291F1513A3E055000000000001,ED3409_18314,Dunmanus,66,24,1,91,55,11,24,1,91,72.527,60.44
2AE196291F6413A3E055000000000001,ED3409_18315,Goleen,59,37,7,103,56,8,32,7,103,57.282,54.369
2AE19629213F13A3E055000000000001,ED3409_18316,Kilcoe,126,39,5,170,115,13,39,3,170,74.118,67.647
2AE19629216C13A3E055000000000001,ED3409_18317,Lowertown,61,20,2,83,54,8,18,3,83,73.494,65.06
2AE1962921BF13A3E055000000000001,ED3409_18318,Skull,294,113,13,420,290,38,77,15,420,70,69.048
2AE19629211B13A3E055000000000001,ED3409_18319,Toormore,54,22,2,78,54,5,17,2,78,69.231,69.231
2AE196291FA613A3E055000000000001,ED3409_18320,Ardagh,159,64,4,227,140,31,52,4,227,70.044,61.674
2AE196291F3113A3E055000000000001,ED3409_18321,Clonpriest,229,95,14,338,182,64,81,11,338,67.751,53.846
2AE19629214F13A3E055000000000001,ED3409_18322,Kilcronat,42,17,1,60,23,18,18,1,60,70,38.333
2AE19629219E13A3E055000000000001,ED3409_18323,Killeagh,372,142,7,521,387,45,80,9,521,71.401,74.28
2AE1962921C413A3E055000000000001,ED3409_18324,Kilmacdonogh,241,106,2,349,166,110,71,2,349,69.054,47.564
2AE19629214713A3E055000000000001,ED3409_18325,Youghal Rural,344,109,2,455,353,39,61,2,455,75.604,77.582
2AE19629229313A3E055000000000001,ED3409_19001,Killarney Urban,"2,146","1,096",128,"3,370","2,188",297,774,111,"3,370",63.68,64.926
2AE19629225213A3E055000000000001,ED3409_19002,Listowel Urban,"1,103",693,40,"1,836","1,185",107,505,39,"1,836",60.076,64.542
2AE19629221F13A3E055000000000001,ED3409_19003,Tralee Urban,"1,156","1,032",85,"2,273","1,205",213,784,71,"2,273",50.858,53.014
2AE19629239F13A3E055000000000001,ED3409_19004,Na Beathacha,49,25,0,74,48,10,14,2,74,66.216,64.865
2AE1962923AD13A3E055000000000001,ED3409_19005,Baile an Sceilg,101,51,2,154,82,23,47,2,154,65.584,53.247
2AE1962923AF13A3E055000000000001,ED3409_19006,An Baile Breac,20,13,0,33,22,0,11,0,33,60.606,66.667
2AE19629234313A3E055000000000001,ED3409_19007,Caher,495,270,19,784,488,53,230,13,784,63.138,62.245
2AE19629234413A3E055000000000001,ED3409_19008,Cathair Dónall,96,32,2,130,81,12,34,3,130,73.846,62.308
3576C59996CB4152E0530100007F0280,ED3409_19009/19020,Ceannúigh / Máistir Gaoithe,52,36,2,90,47,9,33,1,90,57.778,52.222
2AE19629237913A3E055000000000001,ED3409_19010,Castlequin,149,67,3,219,141,18,56,4,219,68.037,64.384
2AE1962922C713A3E055000000000001,ED3409_19012,Curraghbeg,40,24,2,66,30,12,21,3,66,60.606,45.455
2AE1962922CA13A3E055000000000001,ED3409_19013,Doire Fhíonáin,50,20,2,72,43,7,21,1,72,69.444,59.722
3576C599971F4152E0530100007F0280,ED3409_19014/19011,Doire Ianna / Cloon,48,49,2,99,40,15,43,1,99,48.485,40.404
2AE19629223113A3E055000000000001,ED3409_19015,An tImleach,231,91,9,331,226,23,78,4,331,69.789,68.278
2AE19629223413A3E055000000000001,ED3409_19016,Glanbehy,258,142,4,404,242,37,122,3,404,63.861,59.901
2AE19629229F13A3E055000000000001,ED3409_19017,Killinane,61,49,1,111,45,15,51,0,111,54.955,40.541
2AE19629223813A3E055000000000001,ED3409_19018,Lickeen,20,12,0,32,14,3,15,0,32,62.5,43.75
2AE19629225513A3E055000000000001,ED3409_19019,Loch Luíoch,77,39,6,122,75,6,34,7,122,63.115,61.475
2AE19629226213A3E055000000000001,ED3409_19021,Maum,59,30,5,94,43,16,34,1,94,62.766,45.745
2AE19629229713A3E055000000000001,ED3409_19022,Portmagee,101,43,7,151,89,18,40,4,151,66.887,58.94
2AE1962922BC13A3E055000000000001,ED3409_19023,Toghroinn Fhíonáin,37,22,0,59,29,9,20,1,59,62.712,49.153
2AE19629221D13A3E055000000000001,ED3409_19024,Teeranearagh,79,39,1,119,66,12,38,3,119,66.387,55.462
2AE19629223913A3E055000000000001,ED3409_19025,Valencia,162,76,5,243,141,28,69,5,243,66.667,58.025
2AE1962923AE13A3E055000000000001,ED3409_19026,Ballinvoher,146,64,2,212,106,42,60,4,212,68.868,50
2AE1962922D513A3E055000000000001,ED3409_19027,An Baile Dubh,30,14,2,46,29,4,12,1,46,65.217,63.043
2AE1962922FD13A3E055000000000001,ED3409_19028,Ballynacourty,81,32,1,114,66,13,32,3,114,71.053,57.895
2AE19629233613A3E055000000000001,ED3409_19029,Cé Bhréanainn,44,17,1,62,34,8,19,1,62,70.968,54.839
2AE19629236613A3E055000000000001,ED3409_19030,Castlegregory,258,122,8,388,225,45,111,7,388,66.495,57.99
2AE19629238A13A3E055000000000001,ED3409_19031,An Clochán,60,25,5,90,55,10,22,3,90,66.667,61.111
2AE1962922CC13A3E055000000000001,ED3409_19032,Deelis,85,45,5,135,79,10,37,9,135,62.963,58.519
2AE1962922D813A3E055000000000001,ED3409_19033,An Daingean,354,196,21,571,320,65,161,25,571,61.996,56.042
2AE19629222F13A3E055000000000001,ED3409_19034,Dún Chaoin,62,11,1,74,51,8,14,1,74,83.784,68.919
2AE19629223013A3E055000000000001,ED3409_19035,Dún Urlann,124,60,3,187,109,18,56,4,187,66.31,58.289
2AE19629224313A3E055000000000001,ED3409_19036,Na Gleannta,474,142,21,637,398,87,131,21,637,74.411,62.48
2AE19629225E13A3E055000000000001,ED3409_19037,Inch,31,19,1,51,20,13,17,1,51,60.784,39.216
2AE1962922AA13A3E055000000000001,ED3409_19038,Cill Maoilchéadair,110,88,4,202,82,38,80,2,202,54.455,40.594
2AE1962922B813A3E055000000000001,ED3409_19039,Cill Chuáin,113,59,12,184,81,27,67,9,184,61.413,44.022
2AE19629220F13A3E055000000000001,ED3409_19040,Cinn Aird,84,50,1,135,71,18,44,2,135,62.222,52.593
2AE19629222613A3E055000000000001,ED3409_19041,Lack,67,33,2,102,50,20,28,4,102,65.686,49.02
2AE19629225613A3E055000000000001,ED3409_19042,Márthain,68,29,2,99,58,8,30,3,99,68.687,58.586
2AE19629227113A3E055000000000001,ED3409_19043,An Mhin Aird,93,50,2,145,66,26,52,1,145,64.138,45.517
2AE1962922BD13A3E055000000000001,ED3409_19044,An Sráidbhaile,65,16,1,82,52,11,14,5,82,79.268,63.415
2AE19629223A13A3E055000000000001,ED3409_19045,Ceann Trá,101,66,5,172,72,39,56,5,172,58.721,41.86
2AE19629239313A3E055000000000001,ED3409_19046,Ardea,45,30,4,79,38,16,20,5,79,56.962,48.101
2AE19629230F13A3E055000000000001,ED3409_19047,Banawn,58,21,4,83,37,22,18,6,83,69.88,44.578
2AE19629235313A3E055000000000001,ED3409_19048,Cappagh,106,38,5,149,87,20,38,4,149,71.141,58.389
2AE19629236513A3E055000000000001,ED3409_19049,Castlecove,78,45,2,125,66,14,41,4,125,62.4,52.8
2AE1962922CB13A3E055000000000001,ED3409_19050,Dawros,147,60,5,212,126,33,49,4,212,69.34,59.434
2AE19629222413A3E055000000000001,ED3409_19051,Dromore,79,26,4,109,51,33,22,3,109,72.477,46.789
2AE19629223513A3E055000000000001,ED3409_19052,Glanlee,45,16,2,63,34,8,18,3,63,71.429,53.968
2AE19629224113A3E055000000000001,ED3409_19053,Glanlough,32,22,5,59,30,5,19,5,59,54.237,50.847
2AE19629224213A3E055000000000001,ED3409_19054,Glanmore,54,33,5,92,36,18,33,5,92,58.696,39.13
2AE19629224F13A3E055000000000001,ED3409_19055,Greenane,69,20,8,97,48,23,17,9,97,71.134,49.485
2AE19629225F13A3E055000000000001,ED3409_19056,Kenmare,785,319,65,"1,169",748,114,249,58,"1,169",67.151,63.986
2AE19629227C13A3E055000000000001,ED3409_19057,Kilgarvan,166,89,4,259,142,33,81,3,259,64.093,54.826
2AE19629225413A3E055000000000001,ED3409_19058,Loughbrin,32,24,2,58,26,7,21,4,58,55.172,44.828
2AE1962922AD13A3E055000000000001,ED3409_19059,Reen,42,13,4,59,37,8,11,3,59,71.186,62.712
2AE1962922BB13A3E055000000000001,ED3409_19060,Sneem,156,77,4,237,141,31,62,3,237,65.823,59.494
2AE1962922BE13A3E055000000000001,ED3409_19061,Tahilla,49,26,7,82,36,15,23,8,82,59.756,43.902
2AE19629238813A3E055000000000001,ED3409_19062,Aghadoe,206,66,3,275,170,49,53,3,275,74.909,61.818
2AE19629239013A3E055000000000001,ED3409_19063,Aglish,107,39,5,151,100,12,34,5,151,70.861,66.225
2AE1962922E413A3E055000000000001,ED3409_19064,Ballyhar,43,23,1,67,38,10,17,2,67,64.179,56.716
2AE19629233713A3E055000000000001,ED3409_19065,Brewsterfield,190,62,3,255,158,38,54,5,255,74.51,61.961
2AE19629236313A3E055000000000001,ED3409_19066,Caragh,233,105,11,349,211,39,90,9,349,66.762,60.458
2AE19629238913A3E055000000000001,ED3409_19067,Churchtown,121,39,2,162,112,14,32,4,162,74.691,69.136
2AE1962923A013A3E055000000000001,ED3409_19068,Clydagh,27,23,0,50,10,17,21,2,50,54,20
2AE1962923A113A3E055000000000001,ED3409_19069,Coolies,208,68,7,283,163,63,50,7,283,73.498,57.597
2AE1962923A213A3E055000000000001,ED3409_19070,Coom,422,249,33,704,320,147,208,29,704,59.943,45.455
2AE1962922C813A3E055000000000001,ED3409_19071,Curraghmore,71,40,10,121,58,17,37,9,121,58.678,47.934
2AE1962922C913A3E055000000000001,ED3409_19072,Currans,67,36,1,104,63,10,31,0,104,64.423,60.577
2AE1962922D913A3E055000000000001,ED3409_19073,Doocarrig,132,83,2,217,105,42,70,0,217,60.829,48.387
2AE19629221913A3E055000000000001,ED3409_19074,Dromin,212,61,5,278,202,14,56,6,278,76.259,72.662
2AE19629222E13A3E055000000000001,ED3409_19075,Dunloe,222,83,4,309,222,20,59,8,309,71.845,71.845
2AE19629223313A3E055000000000001,ED3409_19076,Flesk,96,43,2,141,71,26,40,4,141,68.085,50.355
2AE19629225D13A3E055000000000001,ED3409_19077,Headfort,163,91,8,262,152,36,69,5,262,62.214,58.015
2AE19629226C13A3E055000000000001,ED3409_19078,Kilbonane,147,58,2,207,122,35,45,5,207,71.014,58.937
2AE19629226D13A3E055000000000001,ED3409_19079,Kilcummin,504,176,13,693,435,119,122,17,693,72.727,62.771
2AE19629226F13A3E055000000000001,ED3409_19080,Kilfelim,53,33,1,87,43,16,26,2,87,60.92,49.425
2AE19629228613A3E055000000000001,ED3409_19081,Kilgobnet,184,95,9,288,166,37,73,12,288,63.889,57.639
2AE19629228813A3E055000000000001,ED3409_19082,Killarney Rural,"1,532",580,88,"2,200","1,532",179,401,88,"2,200",69.636,69.636
2AE19629229413A3E055000000000001,ED3409_19083,Killeentierna,204,100,7,311,180,44,82,5,311,65.595,57.878
2AE1962922A013A3E055000000000001,ED3409_19084,Killorglin,"1,114",540,39,"1,693","1,069",150,427,47,"1,693",65.8,63.142
2AE1962922B713A3E055000000000001,ED3409_19085,Kilnanare,228,120,7,355,189,59,99,8,355,64.225,53.239
2AE19629221C13A3E055000000000001,ED3409_19086,Knocknahoe,80,28,1,109,62,17,29,1,109,73.394,56.881
2AE19629223613A3E055000000000001,ED3409_19087,Lahard,182,59,6,247,183,14,42,8,247,73.684,74.089
2AE19629227013A3E055000000000001,ED3409_19088,Milltown,521,247,14,782,494,95,174,19,782,66.624,63.171
2AE19629227213A3E055000000000001,ED3409_19089,Molahiffe,391,179,6,576,383,56,127,10,576,67.882,66.493
2AE19629228913A3E055000000000001,ED3409_19090,Muckross,161,46,12,219,145,24,34,16,219,73.516,66.21
2AE1962922AC13A3E055000000000001,ED3409_19091,Rathmore,417,236,14,667,375,85,189,18,667,62.519,56.222
2AE1962922AE13A3E055000000000001,ED3409_19092,Rockfield,88,46,5,139,70,22,40,7,139,63.309,50.36
2AE19629239213A3E055000000000001,ED3409_19093,Ardagh,149,98,6,253,130,34,81,8,253,58.893,51.383
2AE19629239E13A3E055000000000001,ED3409_19094,Astee,113,63,4,180,71,46,60,3,180,62.778,39.444
2AE1962923AC13A3E055000000000001,ED3409_19095,Ballincloher,113,48,2,163,96,18,46,3,163,69.325,58.896
